Artist Name,Followers,Image URL,bio,key
NCT 127,7596921,https://i.scdn.co/image/ab6761610000e5ebdc904dcc7399f1fd90107392,"NCT 127 (Korean: 엔시티 127; RR: Ensiti Il-i-chil) is the first fixed and second overall sub-unit of the South Korean boy band NCT, formed and managed by SM Entertainment. They originally debuted on July 7, 2016, with their debut extended play NCT#127, with an original lineup of seven members: Taeil, Taeyong, Yuta, Jaehyun, Winwin, Mark, and Haechan. Doyoung and Johnny joined the unit in December 2016, ahead of their second EP Limitless, while Jungwoo, the final member, was introduced in September... (wikipedia)",nct127
NCT DREAM,8094815,https://i.scdn.co/image/ab6761610000e5eb487454fb2db6c6363ff0fd13,No Wikipedia page found for NCT DREAM... (wikipedia),nctdream
NIKI,5614540,https://i.scdn.co/image/ab6761610000e5eb0654e511623cba4e0e9e2f0c,"Nicole Zefanya (born 24 January 1999), known professionally as Niki (stylized all caps), is an Indonesian singer-songwriter. Having garnered global recognition for her songwriting and musicianship, she is currently based in the United States and signed with the record label 88rising. Her debut full-length studio album, Moonchild (2020), was named one of the best Asian albums of the year by NME.  It was followed by Nicole (2022) and Buzz (2024). She has performed solo concerts in 17 countries acr... (wikipedia)",niki
Nadin Amizah,7939235,https://i.scdn.co/image/ab6761610000e5eb1d143802cf034044739dbcdc,"Nadin Amizah (born 28 May 2000) is an Indonesian singer and songwriter. She had her breakthrough after collaborating with Dipha Barus on a single ""All Good"" in 2017. A year later, she released her debut solo single ""Rumpang"" which garnered her the award of Best New Artist at the 2019 Anugerah Musik Indonesia.
Amizah has received four Anugerah Musik Indonesia awards from fourteen nominations and an Indonesian Film Festival nomination... (wikipedia)",nadinamizah
NewJeans,10446177,https://i.scdn.co/image/ab6761610000e5eb80668ba2b15094d083780ea9,"NewJeans (Korean: 뉴진스; RR: Nyujinseu), also known as NJZ (엔제이지; Enjeiji), is a South Korean girl group formed by ADOR, a sub-label of Hybe. The group is composed of five members: Minji, Hanni, Danielle, Haerin, and Hyein. Mainly produced by Min Hee-jin, they are known for their girl next door image and musical stylings reminiscent of the 1990s and 2000s.
The group debuted under the name NewJeans on July 22, 2022, with the single ""Attention"", their first number-one song on South Korea's Circle Di... (wikipedia)",newjeans
Nike Ardilla,879828,https://i.scdn.co/image/ab6761610000e5eb4fa2555dcede5e4840fb109d,"Raden Rara Nike Ratnadilla Kusnadi (27 December 1975 – 19 March 1995), better known as Nike Ardilla (Indonesian pronunciation: [nikə ardila]), was an Indonesian singer and actress of Sundanese descent. Usually referred to as the Lady Rocker and the Queen of Rock by the Indonesian media, Nike was instrumental in the return of teen pop rock to the country's music scene and had a dominant presence during the first half of the 1990s. At the height of her career and fame in 1995, she was involved in... (wikipedia)",nikeardilla
Nirvana,21686802,https://i.scdn.co/image/84282c28d851a700132356381fcfbadc67ff498b,"Nirvana, in the Indian religions (Jainism, Hinduism, Buddhism, and Sikhism), is the concept of an individual's passions being extinguished as the ultimate state of salvation, release, or liberation from suffering (duḥkha) and from the cycle of birth and rebirth (saṃsāra).
In Indian religions, nirvana is synonymous with moksha and mukti. All Indian religions assert it to be a state of perfect quietude, freedom, and highest happiness; liberation from attachment and worldly suffering; and the endin... (wikipedia)",nirvana
Noah,4864928,https://i.scdn.co/image/ab6761610000e5ebae2e045bcd6f904c9e3b365c,"Noah (; Hebrew: נֹחַ, romanized: Nōaḥ, lit. 'rest' or 'consolation', also Noach) appears as the last of the Antediluvian patriarchs in the traditions of Abrahamic religions. His story appears in the Hebrew Bible (Book of Genesis, chapters 5–9), the Quran and Baha'i writings, and extracanonically.
The Genesis flood narrative is among the best-known stories of the Bible. In this account, God ""regrets"" making mankind because they filled the world with evil. Noah then labors faithfully to build the... (wikipedia)",noah
Olivia Rodrigo,44359560,https://i.scdn.co/image/ab6761610000e5ebe03a98785f3658f0b6461ec4,"Olivia Isabel Rodrigo (born February 20, 2003) is an American singer-songwriter and actress. She began her career as a child, appearing in commercials and the direct-to-video film An American Girl: Grace Stirs Up Success (2015). She rose to prominence for her roles as a guitarist in the Disney Channel series Bizaardvark (2016–2019) and a musical theater enthusiast in the Disney+ series High School Musical: The Musical: The Series (2019–2022).
Shifting focus onto her recording career, Rodrigo sig... (wikipedia)",oliviarodrigo
One Direction,38906616,https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8,"One Direction, often shortened to 1D, were an English-Irish pop boy band formed in London in 2010. The group consisted of Niall Horan, Zayn Malik (until his departure in 2015), Liam Payne, Harry Styles, and Louis Tomlinson. The group sold over 70 million records worldwide, making them one of the best-selling boy bands of all time. One Direction were regarded as one of the most popular and successful boy bands in the world before going on an indefinite hiatus in 2016.
Formed on British singing co... (wikipedia)",onedirection
OneRepublic,18043724,https://i.scdn.co/image/ab6761610000e5eb57138b98e7ddd5a86ee97a9b,"OneRepublic is an American pop rock band from Colorado Springs, Colorado, formed in 2002. The lineup currently consists of Ryan Tedder (lead vocals, piano), Zach Filkins (guitar, viola), Drew Brown (guitar), Brent Kutzle (bass, cello), Eddie Fisher (drums), and Brian Willett (keyboards, percussion, violin).
The band achieved its first commercial success on Myspace as an unsigned act. In late 2002, after OneRepublic played shows throughout the Los Angeles area, several record labels approached th... (wikipedia)",onerepublic
PENTAGON,2225426,https://i.scdn.co/image/ab6761610000e5eb7fd277fc83d7670dadb45790,No Wikipedia page found for PENTAGON... (wikipedia),pentagon
Padi,2334288,https://i.scdn.co/image/ab6761610000e5eb0fda2a28bf280b2f5f11783c,"Padi, PADI or Pa Di may refer to:

Padi, Chennai, India, a locality and neighbourhood in the city of Chennai
Padi railway station
Padi, Iran, a village
Padi Boyd, American astrophysicist
Padi Richo, Indian politician
Padi (band), an Indonesian rock band
Pa Di language, spoken in the China-Vietnam border region... (wikipedia)",padi
Panic! At The Disco,12549037,https://i.scdn.co/image/ab6761610000e5ebb256ae9a4b82bfff97776ae2,"Panic! at the Disco was an American pop rock band formed in Las Vegas, Nevada, in 2004 by high school friends Ryan Ross (guitar) and Spencer Smith (drums), who recruited classmates Brendon Urie (vocals and guitar) and Brent Wilson (bass). Following several lineup changes, Panic! at the Disco operated as the solo project of frontman Urie from 2015 until its discontinuation in 2023.
The band recorded their first demos while they were in high school. Shortly after, they recorded and released their... (wikipedia)",panic!atthedisco
Paramore,9223213,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865,"Paramore is an American rock band formed in Franklin, Tennessee, in 2004.  Since 2017, the band's lineup includes lead vocalist Hayley Williams, lead guitarist Taylor York, and drummer Zac Farro. Williams and Farro are founding members of the group, while York, a high school friend of the original lineup, joined in 2007. The band has had multiple lineup changes, with Williams being the only constant member.
The band was signed to Fueled by Ramen, a subsidiary of Atlantic Records (which is owned... (wikipedia)",paramore
Payung Teduh,3827597,https://i.scdn.co/image/ab6761610000e5ebfc58f42abb126bbe177239cf,No Wikipedia page found for Payung Teduh... (wikipedia),payungteduh
Pearl Jam,9446112,https://i.scdn.co/image/ab6761610000e5ebe431fb8ba17cdee73e4ce08a,"Pearl Jam is an American rock band formed in Seattle, Washington, in 1990. One of the key bands in the grunge movement of the early 1990s, Pearl Jam has outsold and outlasted many of its contemporaries from the early 1990s, and is considered one of the most influential bands from that decade, dubbed ""the most popular American rock and roll band of the '90s"". Since 1998, the band's lineup has comprised bassist Jeff Ament, guitarists Stone Gossard and Mike McCready, vocalist/guitarist Eddie Vedder... (wikipedia)",pearljam
Peterpan,3429021,https://i.scdn.co/image/ab6761610000e5eb19fd0c20ed2bed2ea04754cf,"José Fernandes de Paula better known as Peterpan (Maceió, Brazil 21 January 1911 — Rio de Janeiro, Brazil 28 April 1983) was a Brazilian instrumentalist and composer. His 50-year career began in the 1930s and spanned into the 1980s.


== References ==... (wikipedia)",peterpan
Post Malone,46680258,https://i.scdn.co/image/ab6761610000e5ebe17c0aa1714a03d62b5ce4e0,"Austin Richard Post (born July 4, 1995), known professionally as Post Malone, is an American rapper, singer, songwriter, record producer, and actor. He has become known for and has gained recognition for his blending of various genres including hip-hop, pop, R&B, trap, and country. His stage name was created when he inputted his birth name into a rap name generator.
He began his musical career in 2011, and began to gain recognition with his 2015 debut single ""White Iverson"", which peaked at numb... (wikipedia)",postmalone
Queen,53276175,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,"Queen most commonly refers to:

Queen regnant, a female monarch of a kingdom
Queen consort, the wife of a reigning king
Queen (band), a British rock band
Queen or QUEEN may also refer to:... (wikipedia)",queen
ROSÉ,10622453,https://i.scdn.co/image/ab6761610000e5eb727a1f1f508238a20ac9fdbf,No Wikipedia page found for ROSÉ... (wikipedia),rosé
Radiohead,11671070,https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd,"Radiohead are an English rock band formed in Abingdon, Oxfordshire, in 1985. They comprise Thom Yorke (vocals, guitar, piano, keyboards); brothers Jonny Greenwood (guitar, keyboards, other instruments) and Colin Greenwood (bass); Ed O'Brien (guitar, backing vocals); and Philip Selway (drums, percussion). They have worked with the producer Nigel Godrich and the cover artist Stanley Donwood since 1994. Radiohead's experimental approach is credited with advancing the sound of alternative rock.
Radi... (wikipedia)",radiohead
Raisa,4059909,https://i.scdn.co/image/ab6761610000e5eb2203bfc2e512e106f3fd4049,"Raisa may refer to

Raisa (given name)
Raisa (surname)
Raisa (album) by Raisa Andriana
Raisa (film), a 2015 Romanian short film
Raisa (singer), an Indonesian singer-songwriter... (wikipedia)",raisa
Red Hot Chili Peppers,22216919,https://i.scdn.co/image/ab6761610000e5ebc33cc15260b767ddec982ce8,"The Red Hot Chili Peppers are an American rock band formed in Los Angeles in 1982, consisting of Anthony Kiedis (vocals), Flea (bass), John Frusciante (guitar), and Chad Smith (drums). Their music incorporates elements of alternative rock, funk, punk rock, hard rock, hip hop, and psychedelic rock, and have influenced genres including funk metal, rap metal, rap rock, and nu metal. With over 120 million records sold worldwide, the Red Hot Chili Peppers are one of the top-selling bands of all time... (wikipedia)",redhotchilipeppers
Red Velvet,9448826,https://i.scdn.co/image/ab6761610000e5eb02a562ea6b1dc718394010ac,"Red velvet may refer to:

Red velvet cake... (wikipedia)",redvelvet
Rich Brian,2131331,https://i.scdn.co/image/ab6761610000e5eb64cf3df9e86296510b3193a3,"Brian Imanuel Soewarno (born 3 September 1999), known professionally as Rich Brian (formerly Rich Chigga), is an Indonesian rapper. He is known for his viral debut single ""Dat $tick"", which was first released in March 2016 on SoundCloud. The single was later certified gold by RIAA. His debut studio album, Amen, was released in 2018 and peaked at number 18 on the US Billboard 200, making Brian the second Southeast Asian artist to be on the top 20 Billboard 200 after Filipino singer Jake Zyrus. Br... (wikipedia)",richbrian
Rihanna,66019839,https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789,"Robyn Rihanna Fenty (  ree-AN-ə; born February 20, 1988) is a Barbadian singer, businesswoman, and actress. She is the best-selling female recording artist of the 21st century according to Guinness World Records and the highest-certified female digital single artist by Recording Industry Association of America (RIAA). As of 2024, Rihanna is the third wealthiest musician in the world. She has seven U.S. diamond certified singles and 14 number-one singles on the Billboard Hot 100. The recipient of... (wikipedia)",rihanna
Rizky Febian,7026806,https://i.scdn.co/image/ab6761610000e5eb43a863463b69585160b708e3,"Rizky Febian Adriansyah Sutisna, professionally known as Rizky Febian (born 25 February 1998), is an Indonesian singer, songwriter, and actor. He is the eldest son of the Indonesian comedian Sule. Some of his famous singles are Cuek, Mantra Cinta, and Makna Cinta... (wikipedia)",rizkyfebian
Rossa,5748500,https://i.scdn.co/image/ab6761610000e5eb38aa5f3822b401bd19a0af1b,Rossa may refer to:... (wikipedia),rossa
SEVENTEEN,12924705,https://i.scdn.co/image/ab6761610000e5eb8912a840e637dacc0d5c7828,No Wikipedia page found for SEVENTEEN... (wikipedia),seventeen
SF9,1701687,https://i.scdn.co/image/ab6761610000e5eb2288884a0f28fd6e73cdcb11,"SF9 (Korean: 에스에프나인; RR: Eseuepeunain; MR: Esŭep'ŭnain; shortened from Sensational Feeling 9) is a South Korean boy band formed by FNC Entertainment and the company's first dance boy group. The group is composed of eight members: Youngbin, Inseong, Jaeyoon, Dawon, Zuho, Yoo Taeyang, Hwiyoung, and Chani. Originally a nine-member group, Rowoon left the group on September 18, 2023, to focus on acting. They debuted on October 5, 2016, with the release of their first single album, Feeling Sensation... (wikipedia)",sf9
SHINee,3214151,https://i.scdn.co/image/ab6761610000e5ebe0001b1abdae41d669a446b7,"Shinee ( SHY-nee; Korean: 샤이니, romanized: Syaini; Japanese: シャイニー, romanized: Shainī; stylized as SHINee) is a South Korean boy band formed by SM Entertainment in 2008. The group consists of four members: Onew, Key, Minho, and Taemin. Originally a five-piece band, Jonghyun died on December 18, 2017. The group's musical impact in their native country has earned them numerous accolades and the title ""Princes of K-pop"".
Shinee debuted in May 2008 with their first extended play (EP), Replay, fronted... (wikipedia)",shinee
SUPER JUNIOR,2332108,https://i.scdn.co/image/ab6761610000e5eb723b8c26c6f79257c4f832e3,"Super Junior  (Korean: 슈퍼주니어; RR: Syupeo Junieo; stylized in all caps), also known as SJ or SuJu, is a South Korean boy band. The group is composed of Leeteuk, Heechul, Yesung, Shindong, Sungmin, Eunhyuk, Siwon, Donghae, Ryeowook, and Kyuhyun. Han Geng, Kibum, and Kangin were originally part of the group before departing in 2011, 2015 and 2019, respectively. The group was formed by the founder of SM Entertainment, Lee Soo-man in 2005 as a 12-piece group with rotational members but the concept wa... (wikipedia)",superjunior
SZA,28116595,https://i.scdn.co/image/ab6761610000e5ebfd0a9fb6c252a3ba44079acf,"Solána Imani Rowe (born November 8, 1989), known professionally as SZA (  SIZ-ə), is an American singer-songwriter. Known for her diaristic lyrics and alternative R&B sound incorporating multiple genres, she is a prominent figure in influencing contemporary R&B music. 
SZA first garnered attention with her self-released extended plays (EPs) See.SZA.Run (2012) and S (2013). The projects led her to sign with Top Dawg Entertainment in 2013, through which she released her third EP, Z (2014). Her alt... (wikipedia)",sza
Sabrina Carpenter,20316951,https://i.scdn.co/image/ab6761610000e5ebe053b8338322b9c8609ee7ae,"Sabrina Annlynn Carpenter (born May 11, 1999) is an American singer, songwriter, and actress. She first gained prominence starring on the Disney Channel series Girl Meets World (2014–2017). She signed with the Disney-owned Hollywood Records and released her debut single, ""Can't Blame a Girl for Trying"" in 2014, followed by the studio albums Eyes Wide Open (2015), Evolution (2016), Singular: Act I (2018), and Singular: Act II (2019).
Carpenter moved to Island Records in 2021 and released her fift... (wikipedia)",sabrinacarpenter
Sam Smith,25486297,https://i.scdn.co/image/ab6761610000e5ebc4c97d96c08e4bb7c5f574aa,"Samuel Frederick Smith (born 19 May 1992) is an English singer and songwriter. In  2012, they rose to prominence when they featured on Disclosure's breakthrough single ""Latch"", which peaked at number eleven on the UK Singles Chart. The following year, they featured on Naughty Boy's single ""La La La"", which became a number one single in the UK.
Smith's debut studio album, In the Lonely Hour (2014), was released through Capitol Records UK and debuted at number one on the UK Albums Chart. The album... (wikipedia)",samsmith
Selena Gomez,52033002,https://i.scdn.co/image/ab6761610000e5eb815e520e3ce7fe210046ba66,"Selena Marie Gomez ( sə-LEE-nə GOH-mez; born July 22, 1992) is an American actress, singer, songwriter, producer, and businesswoman. Gomez began her career as a child actress, appearing on the children's television series Barney & Friends (2002–2004), and emerged as a teen idol for her leading role as Alex Russo on the Disney Channel sitcom Wizards of Waverly Place (2007–2012). She signed with Hollywood Records in 2008 and formed the band Selena Gomez & the Scene, which released three successful... (wikipedia)",selenagomez
Shawn Mendes,44538579,https://i.scdn.co/image/ab6761610000e5eb58b4b9419486550f6fda0535,"Shawn Peter Raul Mendes ( MEN-dez, Portuguese: [ˈmẽdɨʃ]; born August 8, 1998) is a Canadian singer. He gained a following in 2013 when he posted song covers on the video-sharing platform Vine. The following year, he caught the attention of artist manager Andrew Gertler and Island Records A&R Ziggy Chareton, which led to him signing a deal with the record label. Mendes's self-titled debut EP was released in 2014, followed by his debut studio album Handwritten in 2015. Handwritten debuted atop the... (wikipedia)",shawnmendes
Sheila On 7,8651784,https://i.scdn.co/image/ab6761610000e5eb2017fda314b1745c3e96e0d5,"Sheila on 7 is an alternative rock band from Yogyakarta, Indonesia. They have changed their lineup several times since their formation on 6 May 1996. Their first lineup consisted of Akhdiyat Duta Modjo (also known as Duta, vocals), Saktia ""Sakti"" Ari Seno (guitar), Eross Candra (guitar), Adam Muhammad Subarkah (bass), and Anton Widiastanto (drums). Anton left the group in 2004, while Sakti left in 2006, leaving their current lineup as it is, but with Brian Kresna Putro replacing Anton in the dru... (wikipedia)",sheilaon7
Slank,2445047,https://i.scdn.co/image/ab6761610000e5eba5d15944aab9b403980519e4,"Slank is an Indonesian rock band. It was founded in 1983 by teenagers in an alley street in Jakarta called Gang Potlot. The band is known for songs which are often accompanied by political and socially conscious lyrics. It continues to be active and has received many awards from the Indonesian music industry.  Along with God Bless and Dewa 19, they are dubbed one of the greatest rock bands in the history of Indonesian popular music. The name Slank was inspired by friends who often called them ""s... (wikipedia)",slank
Stray Kids,18491917,https://i.scdn.co/image/ab6761610000e5ebdbe356bad5c3576e77dbf36f,"Stray Kids (Korean: 스트레이 키즈; RR: Seuteurei Kijeu; often abbreviated to SKZ) is a South Korean boy band formed by JYP Entertainment. The band consists of eight members: Bang Chan, Lee Know, Changbin, Hyunjin, Han, Felix, Seungmin, and I.N. For undisclosed personal reasons, Woojin left the band in October 2019. Stray Kids primarily self-produce its recordings; the main production team is named 3Racha and consists of Bang Chan, Changbin, and Han, and the other members frequently participate in song... (wikipedia)",straykids
THE BOYZ,2959892,https://i.scdn.co/image/ab6761610000e5eb7d608b659ace7a97bbf474ad,No Wikipedia page found for THE BOYZ... (wikipedia),theboyz
TOMORROW X TOGETHER,11179626,https://i.scdn.co/image/ab6761610000e5ebb4ada047a1c3089342294290,No Wikipedia page found for TOMORROW X TOGETHER... (wikipedia),tomorrowxtogether
TREASURE,3604249,https://i.scdn.co/image/ab6761610000e5eb21a582145a8ead154d2cec72,No Wikipedia page found for TREASURE... (wikipedia),treasure
TWICE,21546941,https://i.scdn.co/image/ab6761610000e5ebca6c145421fa9ceb58d6f9d4,"Twice (Korean: 트와이스; RR: Teuwaiseu; Japanese: トゥワイス, Hepburn: Tuwaisu; commonly stylized in all caps) is a South Korean girl group formed by JYP Entertainment. The group is composed of nine members: Nayeon, Jeongyeon, Momo, Sana, Jihyo, Mina, Dahyun, Chaeyoung, and Tzuyu. Twice was formed under the television program Sixteen (2015) and debuted on October 20, 2015, with the extended play (EP) The Story Begins, and has received the honorific title of ""The Nation's Girl Group"" in their home country... (wikipedia)",twice
Tate McRae,7142123,https://i.scdn.co/image/ab6761610000e5eb590259e859082dc3b661b8ac,"Tate Rosner McRae (born July 1, 2003) is a Canadian singer, songwriter, dancer, and model. She first gained prominence as the first Canadian finalist on the American reality television series So You Think You Can Dance (2016). She was later signed by RCA Records and went on to release two extended plays (EPs), All the Things I Never Said (2020) and Too Young to Be Sad (2021). The latter was the most streamed female EP of 2021 on Spotify and was preceded by the single ""You Broke Me First"", which... (wikipedia)",tatemcrae
Taylor Swift,134043546,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,"Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter. Known for her autobiographical songwriting, artistic versatility, and cultural impact, Swift is one of the world's best-selling artists, the highest-grossing touring artist, the richest female musician, and the first billionaire with music as the main source of income.
Swift signed to Big Machine Records in 2005, debuting as a country singer with the albums Taylor Swift (2006) and Fearless (2008). The singles ""Teardro... (wikipedia)",taylorswift
The 1975,7673001,https://i.scdn.co/image/ab6761610000e5eb0c6e752cbb1e6d1416970f5a,"The 1975 are  
an English pop rock 
band formed in Wilmslow, Cheshire, in 2002. The band consists of Matty Healy (lead vocals, guitar, primary songwriter), Adam Hann (lead guitar), Ross MacDonald (bass), and George Daniel (drums, primary producer). The band's name was inspired by a page of scribblings found in Healy's preowned copy of On the Road by Jack Kerouac which was dated ""1 June, The 1975"".
The band members met in secondary school and first performed together as teenagers in 2002, before... (wikipedia)",the1975
The Beatles,29570800,https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433,"The Beatles were an English rock band formed in Liverpool in 1960. The core lineup of the band comprised John Lennon, Paul McCartney, George Harrison and Ringo Starr. They are widely regarded as the most influential band in Western popular music and were integral to the development of 1960s counterculture and the recognition of popular music as an art form. Rooted in skiffle, beat and 1950s rock 'n' roll, their sound incorporated elements of classical music and traditional pop in innovative ways... (wikipedia)",thebeatles
The Chainsmokers,20920550,https://i.scdn.co/image/ab6761610000e5eb44434ab91c37f5407f8e83b6,"The Chainsmokers are an American EDM-pop rock band/DJ and production duo consisting of Alex Pall and Drew Taggart (along with Matt McGuire). They started out by releasing remixes of songs by indie artists. The music duo achieved a breakthrough with their 2014 song ""#Selfie"", which became a top-twenty single in several countries. They have won a Grammy Award, two American Music Awards, seven Billboard Music Awards and nine iHeartRadio Music Awards. According to Forbes' 2019 list of highest-paid c... (wikipedia)",thechainsmokers
The Killers,7734592,https://i.scdn.co/image/ab6761610000e5eb207b21f3ed0ee96adce3166a,"The Killers are an American rock band formed in Las Vegas, Nevada, in 2001 by Brandon Flowers (lead vocals, keyboards, bass) and Dave Keuning (lead guitar, backing vocals). After the band went through a number of short-term bassists and drummers, Mark Stoermer (bass, rhythm guitar, backing vocals) and Ronnie Vannucci Jr. (drums, percussion) joined in 2002.
The Killers have released seven studio albums, each of which topped the UK Albums Chart: Hot Fuss (2004), Sam's Town (2006), Day & Age (2008)... (wikipedia)",thekillers
The Rolling Stones,15075401,https://i.scdn.co/image/ab6761610000e5ebe4cea917b68726aadb4854b8,"The Rolling Stones are an English rock band formed in London in 1962. Active for over six decades, they are one of the most popular, influential, and enduring bands of the rock era. In the early 1960s, the band pioneered the gritty, rhythmically driven sound that came to define hard rock. Their first stable line-up consisted of vocalist Mick Jagger, guitarist Keith Richards, multi-instrumentalist Brian Jones, bassist Bill Wyman, and drummer Charlie Watts. During their early years, Jones was the... (wikipedia)",therollingstones
The Script,8539995,https://i.scdn.co/image/ab6761610000e5eb4a0b21cd87d8a8752fd32e94,"The Script are an Irish soft-rock band formed in 2001 in Dublin. The band currently consists of Danny O'Donoghue (lead vocals, guitar, piano, keyboards), Glen Power (drums, percussion, backing vocals), Benjamin Seargent (bass, backing vocals) and Ben Weaver (guitar). Mark Sheehan (guitar, vocals) was a member of the band up until his death in 2023. The band moved to London after signing to Sony Label Group imprint Phonogenic and released their first album The Script in August 2008, preceded by t... (wikipedia)",thescript
The Strokes,6175318,https://i.scdn.co/image/ab6761610000e5ebc3b137793230f4043feb0089,"The Strokes are an American rock band formed in New York City in 1998. The band is composed of lead singer and primary songwriter Julian Casablancas, guitarists Nick Valensi and Albert Hammond Jr., bassist Nikolai Fraiture, and drummer Fabrizio Moretti. They were a leading group of the early-2000s garage rock revival and post-punk revival movements.
The release of their debut EP The Modern Age in early 2001 sparked a bidding war among minor labels, with the band eventually signing to RCA Records... (wikipedia)",thestrokes
The Weeknd,101604046,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,"Abel Makkonen Tesfaye (Amharic: አቤል መኮንን ተስፋዬ; born February 16, 1990), known professionally as the Weeknd, is a Canadian singer-songwriter, record producer, and actor. His accolades include four Grammy Awards, 20 Billboard Music Awards, 22 Juno Awards, six American Music Awards, three MTV Video Music Awards, a Latin Grammy Award and nominations for an Academy Award and a Primetime Emmy Award.
Tesfaye began releasing music anonymously in 2009. After co-founding the record label XO, he released t... (wikipedia)",theweeknd
Tiara Andini,8822310,https://i.scdn.co/image/ab6761610000e5eb279ea1ce2bcd38b92b66fa0c,"Tiara Anugrah Eka Setyo Andini (born 23 September 2001) is an Indonesian singer and actress. She was the runner-up of the tenth season of Indonesian Idol, which was broadcast by RCTI in 2019 - 2020. In Idol, she was known as the girl who received a titanium ticket from one of the judges. She is the only titanium ticket recipient to ever make it through to the final round in the history of Indonesian Idol. She was awarded Best Newcomer from the 23rd Anugerah Musik Indonesia Awards, and Best New A... (wikipedia)",tiaraandini
Tulus,17650705,https://i.scdn.co/image/ab6761610000e5eb53462891ab7799f2934b568e,"Tulus may refer to:

Tulus (singer), Indonesian singer
Tulus (album), a 2011 album by the singer
Tulus (band), Norwegian band
Tulus (village), village in Azerbaijan... (wikipedia)",tulus
Twenty One Pilots,25180170,https://i.scdn.co/image/ab6761610000e5eb274df4dfcb960867eccedfb5,"Twenty One Pilots is an American musical duo from Columbus, Ohio. Initially a band, the group was formed in 2009 by lead vocalist Tyler Joseph along with Nick Thomas and Chris Salih, who both left in 2011. Since their departure, the line-up has consisted of Joseph and drummer Josh Dun. The duo is best known for their singles ""Stressed Out"", ""Ride"", and ""Heathens"", which achieved commercial success between 2015 and 2016. The duo received a Grammy Award for Best Pop Duo/Group Performance at the 59... (wikipedia)",twentyonepilots
U2,13083436,https://i.scdn.co/image/ab6761610000e5ebe62be215d2ee31bcd97edaba,"U2 are an Irish rock band formed in Dublin in 1976. The group comprises Bono (lead vocals and rhythm guitar), the Edge (lead guitar, keyboards, and backing vocals), Adam Clayton (bass guitar), and Larry Mullen Jr. (drums and percussion). Initially rooted in post-punk, U2's musical style has evolved throughout their career, yet has maintained an anthemic quality built on Bono's expressive vocals and the Edge's chiming, effects-based guitar sounds. Bono's lyrics, often embellished with spiritual i... (wikipedia)",u2
Ungu,3180572,https://i.scdn.co/image/ab6761610000e5ebe519b7b87a09d13221e2706c,"Ungu (lit. 'Purple') is an Indonesian rock band formed in Jakarta in 1996. Its previous names were Glasses (1992-1995) and Glover (1995-1996). The group comprises vocalist Pasha, guitarists Enda and Onci, bassist Makki, and drummer Rowman.
Ungu is known for their hit singles, such as ""Demi Waktu"", ""Tercipta Untukku"", ""Andai Ku Tahu"", and ""Kekasih Gelapku"".
Ungu gained mainstream popularity in Malaysia around 2006 with the release of their single ""Demi Waktu"". followed by their third album Melaya... (wikipedia)",ungu
VIXX,936359,https://i.scdn.co/image/ab6761610000e5eb84f9ce82754d57d4ee374d42,"VIXX (Korean: 빅스 pronounced ""vicks""; acronym for ""voice, visual, value in excelsis"") is a South Korean boy band formed by Jellyfish Entertainment through the 2012 reality show MyDOL. Originally a sextet, the group is currently composed of four members: N, Leo, Ken and Hyuk—former vocalist Hongbin and rapper Ravi left the group in August 2020 and April 2023, respectively. They are predominantly known as a ""concept or performance group"" whose music, lyrics, choreography, and overall stage performa... (wikipedia)",vixx
Velvet Eden,9102,https://i.scdn.co/image/ab67616d0000b27312ba9a5751f2c8d5decde1c0,No Wikipedia page found for Velvet Eden... (wikipedia),velveteden
Vierra,1863340,https://i.scdn.co/image/ab6761610000e5ebce05aec92bc5b3e81205ff73,"Vierra is a surname. Notable people with the surname include:

Benedict M. Vierra (died 1994), American Roman Catholic priest
Carlos Vierra (1876–1937), American painter, illustrator and photographer
Feliciano Vierra Tavares (1920–2008), American musician and singer
Ryan Vierra (born 1968), American Highland games competitor... (wikipedia)",vierra
Virgoun,12392075,https://i.scdn.co/image/ab6761610000e5eba99ec2b3bd22a84739aac218,No Wikipedia page found for Virgoun... (wikipedia),virgoun
WINNER,2469983,https://i.scdn.co/image/ab6761610000e5eb9c4acb1897759452c0ed82d9,No Wikipedia page found for WINNER... (wikipedia),winner
